feature_ID	dataset	name_in_figures	lipid_class	chain_length	double_bond	sn_position	refmet_super_class	refmet_main_class	refmet_sub_class
TG(49:4)_M+NH3_feature1	metab-u-lrppos	TG 49:4	TG	49	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:1)>TG(16:0_16:0_18:1)_feature4	metab-u-lrppos	TG 16:0_16:0_18:1	TG	50	1	TG 16:0_16:0_18:1	Glycerolipids	Triradylglycerols	TAG
TG(50:1)_M+NH3_feature2	metab-u-lrppos	TG 50:1	TG	50	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:2)>TG(16:0_16:0_18:2)_and_TG(16:0_16:1_18:1)_M+NH3_feature1	metab-u-lrppos	TG 50:2	TG	50	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:2)>TG(16:0_16:0_18:2)_and_TG(16:0_16:1_18:1)_M+NH3_feature2	metab-u-lrppos	TG 50:2	TG	50	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:2)>TG(16:0_16:0_18:2)_and_TG(16:0_16:1_18:1)_M+NH3_feature3	metab-u-lrppos	TG 50:2	TG	50	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:3)_M+NH3_feature4	metab-u-lrppos	TG 50:3	TG	50	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:3)_feature3	metab-u-lrppos	TG 50:3	TG	50	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:4)>TG(16:1_16:1_18:2)_feature2	metab-u-lrppos	TG 50:4	TG	50	4	TG 16:1_16:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(50:5)_M+NH3_feature1	metab-u-lrppos	TG 50:5	TG	50	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:5)_feature2	metab-u-lrppos	TG 50:5	TG	50	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:6)_feature2	metab-u-lrppos	TG 50:6	TG	50	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(50:7)>TG(10:0_18:2_22:5)_M+NH3_feature1	metab-u-lrppos	TG 10:0_18:2_22:5	TG	50	7	TG 10:0_18:2_22:5	Glycerolipids	Triradylglycerols	TAG
TG(50:8)>TG(10:0_18:2_22:6)_and_TG(50:8)>TG(10:0_20:4_20:4)_M+NH3_feature1	metab-u-lrppos	TG 50:8	TG	50	8	NA	Glycerolipids	Triradylglycerols	TAG
TG(51:0)>TG(16:0_17:0_18:0)_and_TG(16:0_16:0_19:0)_and_TG(15:0_17:0_19:0)_M+NH3_feature1	metab-u-lrppos	TG 51:0	TG	51	0	NA	Glycerolipids	Triradylglycerols	TAG
TG(51:2)>TG(15:0_18:1_18:1)_and_TG(16:0_17:1_18:1)_and_TG(16:1_17:0_18:1)_M+NH3_feature2	metab-u-lrppos	TG 51:2	TG	51	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(51:3)>TG(15:0_18:1_18:2)_and_TG(16:0_17:1_18:2)_and_TG(16:1_17:1_18:1)_feature3	metab-u-lrppos	TG 51:3	TG	51	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(51:4)>TG(16:1_17:1_18:2)_and_TG(15:0_18:2_18:2)_and_TG(15:1_18:1_18:2)_feature1	metab-u-lrppos	TG 51:4	TG	51	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(51:5)>TG(15:0_18:2_18:3)_and_TG(15:1_18:2_18:2)_M+NH3_feature2	metab-u-lrppos	TG 51:5	TG	51	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:1)_M+NH3_feature3	metab-u-lrppos	TG 52:1	TG	52	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2)_M+NH3_feature5	metab-u-lrppos	TG 52:2	TG	52	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2)_M+NH3_feature7	metab-u-lrppos	TG 52:2	TG	52	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:3)>TG(16:0_18:1_18:2)_and_TG(16:1_18:1_18:1)_feature3	metab-u-lrppos	TG 52:3	TG	52	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:4)>TG(16:0_16:0_20:4)_and_TG(16:1_18:1_18:2)_and_TG(16:0_18:1_18:2)_M+NH3_feature6	metab-u-lrppos	TG 52:4	TG	52	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:4)>TG(16:1_18:1_18:2)_M+NH3_feature1	metab-u-lrppos	TG 16:1_18:1_18:2	TG	52	4	TG 16:1_18:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(52:4)>TG(16:1_18:1_18:2)_M+NH3_feature4	metab-u-lrppos	TG 16:1_18:1_18:2	TG	52	4	TG 16:1_18:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(52:4)>TG(16:1_18:1_18:2)_M+NH3_feature5	metab-u-lrppos	TG 16:1_18:1_18:2	TG	52	4	TG 16:1_18:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(52:5)>TG(16:0_18:2_18:3)_M+NH3_feature5	metab-u-lrppos	TG 16:0_18:2_18:3	TG	52	5	TG 16:0_18:2_18:3	Glycerolipids	Triradylglycerols	TAG
TG(52:5)>TG(16:1_18:2_18:2)_feature3	metab-u-lrppos	TG 16:1_18:2_18:2	TG	52	5	TG 16:1_18:2_18:2	Glycerolipids	Triradylglycerols	TAG
TG(52:6)>TG(16:1_18:2_18:3)_and_TG(16:2_18:2_18:2)_feature3	metab-u-lrppos	TG 52:6	TG	52	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:6)_feature4	metab-u-lrppos	TG 52:6	TG	52	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(52:7)_M+NH3_feature2	metab-u-lrppos	TG 52:7	TG	52	7	NA	Glycerolipids	Triradylglycerols	TAG
TG(53:1)>TG(16:0_18:1_19:0)_and_TG(17:0_18:0_18:1)_M+NH3_feature4	metab-u-lrppos	TG 53:1	TG	53	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(53:2)_feature4	metab-u-lrppos	TG 53:2	TG	53	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_and_TG(16:1_18:1_19:1)_and_TG(16:0_18:1_19:2)_feature5	metab-u-lrppos	TG 53:3	TG	53	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(53:4)>TG(17:0_18:2_18:2)_and_TG(17:1_18:1_18:2)_M+NH3_feature3	metab-u-lrppos	TG 53:4	TG	53	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(53:5)>TG(17:1_18:2_18:2)_feature1	metab-u-lrppos	TG 17:1_18:2_18:2	TG	53	5	TG 17:1_18:2_18:2	Glycerolipids	Triradylglycerols	TAG
TG(53:6)>TG(17:2_18:2_18:2)_and_TG(17:1_18:2_18:3)_feature1	metab-u-lrppos	TG 53:6	TG	53	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:1)>TG(18:0_18:0_18:1)_and_TG(16:1_18:0_20:0)_and_TG(16:0_18:0_20:1)_M+NH13_feature4	metab-u-lrppos	TG 54:1	TG	54	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:3)>TG(18:0_18:1_18:2)_and_TG(18:1/18:1/18:1)_and_TG(16:0_18:2_20:1)_feature9	metab-u-lrppos	TG 54:3	TG	54	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:3)>TG(18:1/18:1/18:1)_M+NH3_feature2	metab-u-lrppos	TG 18:1/18:1/18:1*	TG	54	3	TG 18:1/18:1/18:1*	Glycerolipids	Triradylglycerols	TAG
TG(54:3)>TG(18:1/18:1/18:1)_M+NH3_feature3	metab-u-lrppos	TG 18:1/18:1/18:1*	TG	54	3	TG 18:1/18:1/18:1*	Glycerolipids	Triradylglycerols	TAG
TG(54:3)>TG(18:1/18:1/18:1)_M+NH3_feature8	metab-u-lrppos	TG 18:1/18:1/18:1*	TG	54	3	TG 18:1/18:1/18:1*	Glycerolipids	Triradylglycerols	TAG
TG(54:4)>TG(18:1_18:1_18:2)_M+NH3_feature4	metab-u-lrppos	TG 18:1_18:1_18:2	TG	54	4	TG 18:1_18:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(54:4)>TG(18:1_18:1_18:2)_M+NH3_feature5	metab-u-lrppos	TG 18:1_18:1_18:2	TG	54	4	TG 18:1_18:1_18:2	Glycerolipids	Triradylglycerols	TAG
TG(54:4)>TG(18:1_18:1_18:2)_and_TG(18:0_18:2_18:2)_M+NH3_feature3	metab-u-lrppos	TG 54:4	TG	54	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature1	metab-u-lrppos	TG 18:1_18:2_18:2	TG	54	5	TG 18:1_18:2_18:2	Glycerolipids	Triradylglycerols	TAG
TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature3	metab-u-lrppos	TG 18:1_18:2_18:2	TG	54	5	TG 18:1_18:2_18:2	Glycerolipids	Triradylglycerols	TAG
TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature4	metab-u-lrppos	TG 18:1_18:2_18:2	TG	54	5	TG 18:1_18:2_18:2	Glycerolipids	Triradylglycerols	TAG
TG(54:5)>TG(18:1_18:2_18:2)_and_TG(16:0_16:0_22:5)_and_TG(16:0_18:1_20:4)_feature5	metab-u-lrppos	TG 54:5	TG	54	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:6)>TG(16:0_16:0_22:6)_M+NH5_feature6	metab-u-lrppos	TG 54:6	TG	54	6	TG 16:0_16:0_22:6	Glycerolipids	Triradylglycerols	TAG
TG(54:6)>TG(18:2/18:2/18:2)_M+NH3_feature1	metab-u-lrppos	TG 18:2/18:2/18:2*	TG	54	6	TG 18:2/18:2/18:2*	Glycerolipids	Triradylglycerols	TAG
TG(54:6)>TG(18:2/18:2/18:2)_and_TG(18:1_18:2_18:3)_M+NH3_feature4	metab-u-lrppos	TG 54:6	TG	54	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:7)>TG(18:2_18:2_18:3)_feature2	metab-u-lrppos	TG 18:2_18:2_18:3	TG	54	7	TG 18:2_18:2_18:3	Glycerolipids	Triradylglycerols	TAG
TG(54:8)_M+NH3_feature3	metab-u-lrppos	TG 54:8	TG	54	8	NA	Glycerolipids	Triradylglycerols	TAG
TG(54:8)_feature1	metab-u-lrppos	TG 54:8	TG	54	8	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:2)_M+NH3_feature2	metab-u-lrppos	TG 55:2	TG	55	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:3)>TG(18:1_18:1_19:1)_and_TG(18:1_18:2_19:0)_feature3	metab-u-lrppos	TG 55:3	TG	55	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:4)>TG(18:1_18:2_19:1)_and_TG(18:2_18:2_19:0)_and_TG(18:1_18:1_19:2)_M+NH3_feature1	metab-u-lrppos	TG 55:4	TG	55	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:4)>TG(18:1_18:2_19:1)_and_TG(18:2_18:2_19:0)_and_TG(18:1_18:1_19:2)_feature2	metab-u-lrppos	TG 55:4	TG	55	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:5)>TG(18:2_18:2_19:1)_and_TG(18:1_18:2_19:2)_M+NH3_feature1	metab-u-lrppos	TG 55:5	TG	55	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:5)>TG(18:2_18:2_19:1)_and_TG(18:1_18:2_19:2)_feature4	metab-u-lrppos	TG 55:5	TG	55	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(55:7)_M+NH3_feature2	metab-u-lrppos	TG 55:7	TG	55	7	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:10)>TG(18:2_18:3_20:5)_M+NH3_feature1	metab-u-lrppos	TG 18:2_18:3_20:5	TG	56	10	TG 18:2_18:3_20:5	Glycerolipids	Triradylglycerols	TAG
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature1	metab-u-lrppos	TG 56:4	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature5	metab-u-lrppos	TG 56:4	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_feature4	metab-u-lrppos	TG 56:4	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature1	metab-u-lrppos	TG 16:0_18:1_22:4	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature4	metab-u-lrppos	TG 16:0_18:1_22:4	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature5	metab-u-lrppos	TG 16:0_18:1_22:4	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG
TG(56:6)>TG(18:0_16:0_22:6)_M+NH3_feature5	metab-u-lrppos	TG 56:6	TG	56	6	TG 18:0_16:0_22:6	Glycerolipids	Triradylglycerols	TAG
TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature1	metab-u-lrppos	TG 56:6	TG	56	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature3	metab-u-lrppos	TG 56:6	TG	56	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:7)>TG(16:0_18:1_22:6)_M+NH3_feature7	metab-u-lrppos	TG 16:0_18:1_22:6	TG	56	7	TG 16:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG
TG(56:7)_M+NH3_feature1	metab-u-lrppos	TG 56:7	TG	56	7	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:7)_feature5	metab-u-lrppos	TG 56:7	TG	56	7	NA	Glycerolipids	Triradylglycerols	TAG
TG(56:8)>TG(16:0_18:2_22:6)_M+NH3_feature5	metab-u-lrppos	TG 16:0_18:2_22:6	TG	56	8	TG 16:0_18:2_22:6	Glycerolipids	Triradylglycerols	TAG
TG(56:8)>TG(18:2_18:2_20:4)_feature3	metab-u-lrppos	TG 18:2_18:2_20:4	TG	56	8	TG 18:2_18:2_20:4	Glycerolipids	Triradylglycerols	TAG
TG(56:9)_M+NH3_feature2	metab-u-lrppos	TG 56:9	TG	56	9	NA	Glycerolipids	Triradylglycerols	TAG
TG(57:1)>TG(16:0_18:1_23:0)_and_TG(18:0_18:1_21:0)_M+NH3_feature1	metab-u-lrppos	TG 57:1	TG	57	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(57:2)_M+NH3_feature1	metab-u-lrppos	TG 57:2	TG	57	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(57:3)_M+NH3_feature2	metab-u-lrppos	TG 57:3	TG	57	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(57:4)_M+NH3_feature2	metab-u-lrppos	TG 57:4	TG	57	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(57:4)_M+NH3_feature3	metab-u-lrppos	TG 57:4	TG	57	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:1)>TG(16:0_18:1_24:0)_and_TG(16:0_16:0_26:1)_and_TG(18:0_18:1_22:0)_M+NH3_feature1	metab-u-lrppos	TG 58:1	TG	58	1	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:10)_M+NH3_feature1	metab-u-lrppos	TG 58:10	TG	58	10	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:10)_M+NH3_feature2	metab-u-lrppos	TG 58:10	TG	58	10	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:11)_M+NH3_feature1	metab-u-lrppos	TG 58:11	TG	58	11	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:11)_M+NH3_feature2	metab-u-lrppos	TG 58:11	TG	58	11	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:2)_feature3	metab-u-lrppos	TG 58:2	TG	58	2	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:3)_M+NH3_feature1	metab-u-lrppos	TG 58:3	TG	58	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:4)_M+NH3_feature5	metab-u-lrppos	TG 58:4	TG	58	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:4)_feature6	metab-u-lrppos	TG 58:34*	TG	58	4	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:5)_M+NH3_feature6	metab-u-lrppos	TG 58:5	TG	58	5	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:6)>TG(18:0_18:0_22:6)_M+NH3_feature7	metab-u-lrppos	TG 18:0_18:0_22:6	TG	58	6	TG 18:0_18:0_22:6	Glycerolipids	Triradylglycerols	TAG
TG(58:6)_M+NH3_feature1	metab-u-lrppos	TG 58:6	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:6)_M+NH3_feature5	metab-u-lrppos	TG 58:6	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:6)_M+NH3_feature6	metab-u-lrppos	TG 58:6	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature5	metab-u-lrppos	TG 18:0_18:1_22:6	TG	58	7	TG 18:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG
TG(58:7)>TG(18:0_18:1_22:6)_feature3	metab-u-lrppos	TG 18:0_18:1_22:6	TG	58	7	TG 18:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG
TG(58:8)>TG(18:2_18:2_22:4)_feature4	metab-u-lrppos	TG 18:0_18:1_22:6	TG	58	8	TG 18:2_18:2_22:4	Glycerolipids	Triradylglycerols	TAG
TG(58:9)_M+NH3_feature1	metab-u-lrppos	TG 58:9	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:9)_M+NH3_feature2	metab-u-lrppos	TG 58:9	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG
TG(58:9)_M+NH3_feature3	metab-u-lrppos	TG 58:9	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG
TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature3	metab-u-lrppos	TG 60:10	TG	60	10	TG 18:0_20:4_22:6	Glycerolipids	Triradylglycerols	TAG
TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature4	metab-u-lrppos	TG 60:10	TG	60	10	TG 18:0_20:4_22:6	Glycerolipids	Triradylglycerols	TAG
TG(60:3)_M+NH3_feature2	metab-u-lrppos	TG 60:3	TG	60	3	NA	Glycerolipids	Triradylglycerols	TAG
TG(60:4)_feature1	metab-u-lrppos	TG 60:4	TG	60	4	NA	Glycerolipids	Triradylglycerols	TAG
coenzyme(Q8)_feature1	metab-u-lrppos	Coenzyme Q8	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Ubiquinones
eucramide 2M_feature1	metab-u-lrppos	13Z-Docosenamide	Monoalkylamines	NA	NA	NA	Fatty Acyls	Fatty amines	Monoalkylamines
sn-glycero-3-phosphocholine	metab-u-lrppos	sn-Glycero-3-phosphocholine	NA	NA	NA	NA	Organic acids	Organic phosphoric acids	Organic phosphoric acids
ubiquinol Q9 _feature1	metab-u-lrppos	Coenzyme Q9	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Ubiquinones
CL(72:8)_feature1	metab-u-lrpneg	CL 72:8	CL	72	8	NA	Glycerophospholipids	Cardiolipins	CL
Cer(d34:1)_M+H2CO2_feature1	metab-u-lrpneg	Cer 34:1;O2	Cer	34	1	NA	Sphingolipids	Ceramides	Cer
Cer(d36:1)_M+H2CO2_feature1	metab-u-lrpneg	Cer 36:1;O2	Cer	36	1	NA	Sphingolipids	Ceramides	Cer
Cer(d36:2)_M+H2CO2_feature1	metab-u-lrpneg	Cer 36:2;O2	Cer	36	2	NA	Sphingolipids	Ceramides	Cer
Cer(d40:2)_M+H2CO2_feature2	metab-u-lrpneg	Cer 40:2;O2	Cer	40	2	NA	Sphingolipids	Ceramides	Cer
Cer(d41:1)_M+H2CO2_feature1	metab-u-lrpneg	Cer 41:1;O2	Cer	41	1	NA	Sphingolipids	Ceramides	Cer
Cer(d41:2)_M+H2CO2_feature2	metab-u-lrpneg	Cer 41:2;O2	Cer	41	2	NA	Sphingolipids	Ceramides	Cer
Cer(d42:1)_M+H2CO2_feature1	metab-u-lrpneg	Cer 42:1;O2	Cer	42	1	NA	Sphingolipids	Ceramides	Cer
Cer(d42:2)_M+H2CO2_feature3	metab-u-lrpneg	Cer 42:2;O2	Cer	42	2	NA	Sphingolipids	Ceramides	Cer
Cer(d42:2)_M+H2CO2_feature4	metab-u-lrpneg	Cer 42:2;O2	Cer	42	2	NA	Sphingolipids	Ceramides	Cer
Cholesterol sulfate_feature1	metab-u-lrpneg	Cholesterol sulfate	NA	NA	NA	NA	Sterol Lipids	Steroid conjugates	Sulfate conjugates
FA(22:6)_feature1	metab-u-lrpneg	Docosahexaenoic acid	Unsaturated FA	22	6	NA	Fatty Acyls	Fatty acids	Unsaturated FA
Hex2Cer(d40:3)_feature1	metab-u-lrpneg	Hex2Cer 40:3;O2	Hex2Cer	40	3	NA	Sphingolipids	Glycosphingolipids	Hex2Cer
HexCer(d40:1)_M+H2CO2_feature2	metab-u-lrpneg	HexCer 40:1;O2	HexCer	40	1	NA	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d41:1-OH)_M+H2CO2_feature1	metab-u-lrpneg	HexCer 41:1;O3	HexCer	41	1	NA	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d41:1-OH)_M+H2CO2_feature2	metab-u-lrpneg	HexCer 41:1;O3	HexCer	41	1	NA	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d42:1)_M+H2CO2_feature2	metab-u-lrpneg	HexCer 42:1;O2	HexCer	42	1	NA	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d42:2)_M+H2CO2_feature3	metab-u-lrpneg	HexCer 42:2;O2	HexCer	42	2	NA	Sphingolipids	Glycosphingolipids	HexCer
LPC(18:0/0:0)_and_LPC(0:0/18:0)_M+H2CO2_feature1and2	metab-u-lrpneg	LPC 18:0/0:0	LPC	18	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPE(18:0/0:0)_and_LPC(0:0/18:0)_feature1and2	metab-u-lrpneg	LPE 18:0	LPE	18	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(20:0_0:0)_and_LPE(0:0/20:0)_feature1and2	metab-u-lrpneg	LPE 20:0	LPE	20	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(O-15:0)_feature1	metab-u-lrpneg	LPE O-15:0*	O-LPE	15	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-LPE
PC(32:0)>PC(16:0_16:0)_M+H2CO2_feature2	metab-u-lrpneg	PC 32:0	PC	32	0	PC 16:0/16:0	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)>PC(14:0_18:1)_and_PC(16:0_16:1)_M+H2CO2_feature1	metab-u-lrpneg	PC 32:1	PC	32	1	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)_feature2	metab-u-lrpneg	PC 32:1	PC	32	1	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:1)>PC(16:0_18:1)_M+H2CO2_feature2	metab-u-lrpneg	PC 16:0_18:1	PC	34	1	PC 16:0_18:1	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:2)>PC(16:0_18:2)_M+H2CO2_feature1	metab-u-lrpneg	PC 16:0_18:2	PC	34	2	PC 16:0_18:2	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:2)>PC(17:0_18:2)_M+H2CO2_feature2	metab-u-lrpneg	PC 17:0_18:2	PC	35	2	PC 17:0_18:2	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:0)>PC(18:0/18:0)_M+H2CO2_feature3	metab-u-lrpneg	PC 18:0/18:0	PC	36	0	PC 18:0/18:0	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:1)>PC(16:0_20:1)_and_PC(18:0_18:1)_M+H2CO2_feature1	metab-u-lrpneg	PC 36:1	PC	36	1	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:2)>PC(18:0_18:2)_M+H2CO2_feature3	metab-u-lrpneg	PC 18:0_18:2	PC	36	2	PC 18:0_18:2	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:2)>PC(18:1/18:1)_M+H2CO2_feature2	metab-u-lrpneg	PC 18:1/18:1	PC	36	2	PC 18:1/18:1	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:3)>PC(18:1_18:2)_M+H2CO2_feature2	metab-u-lrpneg	PC 18:1_18:2	PC	36	3	PC 18:1_18:2	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:4)>PC(16:0_20:4)_M+H2CO2_feature3	metab-u-lrpneg	PC 16:0_20:4	PC	36	4	PC 16:0_20:4	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:4)>PC(18:2/18:2)_M+H2CO2_feature2	metab-u-lrpneg	PC 18:2/18:2	PC	36	4	PC 18:2/18:2	Glycerophospholipids	Glycerophosphocholines	PC
PC(37:4)>PC(17:0_20:4)_M+H2CO2_feature3	metab-u-lrpneg	PC 17:0_20:4	PC	37	4	PC 17:0_20:4	Glycerophospholipids	Glycerophosphocholines	PC
PC(38:3)>PC(18:0_20:3)_M+H2CO2_feature3	metab-u-lrpneg	PC 18:0_20:3	PC	38	3	PC 18:0_20:3	Glycerophospholipids	Glycerophosphocholines	PC
PC(38:4)>PC(18:0_20:4)_M+H2CO2_feature4	metab-u-lrpneg	PC 18:0_20:4	PC	38	4	PC 18:0_20:4	Glycerophospholipids	Glycerophosphocholines	PC
PC(38:5)>PC(16:0_22:5)_and_PC(18:1_20:4)_M+H2CO2_feature3	metab-u-lrpneg	PC 38:5	PC	38	5	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(38:6)>PC(18:2_20:4)_M+H2CO2_feature1	metab-u-lrpneg	PC 18:2_20:4	PC	38	6	PC 18:2_20:4	Glycerophospholipids	Glycerophosphocholines	PC
PC(40:6)>PC(18:0_22:6) _M+H2CO2_feature3	metab-u-lrpneg	PC 18:0_22:6	PC	40	6	PC 18:0_22:6	Glycerophospholipids	Glycerophosphocholines	PC
PC(O-32:1)>PC(O-16:0/16:1)_M+H2CO2_feature2	metab-u-lrpneg	PC P-32:0 or PC O-32:1	O-PC	32	1	PC O-16:0/16:1	Glycerophospholipids	Glycerophosphocholines	O-PC
PC(O-36:5)>PC(O-16:1/20:4)_M+H2CO2_feature5	metab-u-lrpneg	PC P-36:4 or PC O-36:5	O-PC	36	5	PC O-16:1/20:4	Glycerophospholipids	Glycerophosphocholines	O-PC
PC(O-38:5)>PC(O-18:1/20:4)_M+H2CO2_feature1	metab-u-lrpneg	PC P-38:5 or PC O-38:6	O-PC	38	5	PC O-18:1/20:4	Glycerophospholipids	Glycerophosphocholines	O-PC
PC(O-38:5)>PC(O-18:1/20:4)_M+H2CO2_feature2	metab-u-lrpneg	PC P-38:5 or PC O-38:6	O-PC	38	5	PC O-18:1/20:4	Glycerophospholipids	Glycerophosphocholines	O-PC
